-23.08 3.96 -68.79 1.81
-22.63 11.1 -68.93 1.88
-21.52 16.27 -68.2 3.87
-20.02 19.74 -63.02 4.81
-17.64 22.5 -61.32 4.28
-15.08 26.28 -60.08 3.76
-12.48 29.78 -57.98 8.35
-7.76 33.99 -55.88 9.98
-3.36 36.27 -54.12 6.53
1.0 33.97 -48.58 4.3
3.58 33.2 -42.1 2.07
4.2 36.99 -40.58 3.0
4.05 42.64 -40.84 5.55
6.98 47.1 -36.08 7.62
11.03 49.22 -34.41 6.98
15.2 50.19 -32.94 6.35
17.31 52.86 -30.16 5.17
20.86 55.14 -29.03 4.53
24.15 57.95 -29.05 4.09
28.3 60.37 -29.6 3.65
31.13 63.33 -29.28 3.54
34.74 66.37 -30.38 3.42
40.33 67.44 -25.37 6.49

-36.21 -70.61 17.2 8.85
-30.98 -67.09 21.18 3.45
-28.73 -61.44 24.53 9.54
-27.94 -58.01 26.65 5.27
-28.92 -51.46 25.87 1.0
-23.96 -49.46 30.26 3.47
-21.53 -48.76 33.77 6.79
-20.05 -45.1 35.16 3.92
-17.99 -40.9 36.2 1.04
-13.83 -39.95 38.09 3.65
-10.73 -38.02 40.65 2.87
-8.53 -35.15 43.54 2.09
-5.95 -32.26 47.82 4.0
-2.24 -27.61 51.31 1.34
1.45 -27.98 56.19 4.44
5.11 -24.74 58.41 4.84
7.13 -21.14 61.09 5.25
8.53 -15.85 62.63 3.11
11.26 -10.82 64.98 0.96
13.75 -7.77 67.54 5.39

-46.51 -32.57 -8.02 7.35
-42.39 -30.26 -3.35 1.19
-37.85 -27.49 -1.1 1.51
-34.26 -23.75 0.87 4.19
-31.57 -18.6 4.61 2.95
-27.78 -15.64 6.41 5.11
-24.79 -13.05 7.45 4.82
-21.55 -10.95 9.01 4.54
-17.39 -8.66 12.24 3.59
-14.5 -6.98 16.0 3.5
-13.29 -4.31 18.94 3.2
-12.07 -1.26 22.46 2.9
-11.31 1.15 26.23 3.31
-10.34 3.71 29.9 3.73
-6.85 6.75 31.94 0.26
-2.95 10.18 37.67 1.21
-1.13 8.26 42.06 5.22
3.79 9.11 47.22 6.05
7.01 11.12 52.93 4.45
9.42 15.22 53.92 3.65
12.1 19.3 53.48 2.85

-3.9 -23.63 -10.25 7.3
-0.32 -21.74 -12.82 6.76
2.21 -17.82 -12.87 4.92
4.41 -15.39 -10.35 4.46
6.58 -13.07 -7.83 4.0
9.14 -9.09 -5.6 3.54
13.19 -5.8 -0.84 3.08
16.98 -4.62 3.14 6.13

-52.14 -39.85 5.23 8.3
-49.9 -37.96 8.1 7.19
-44.89 -34.12 10.57 4.45
-41.09 -32.08 10.12 3.09
-37.43 -30.49 10.64 1.72
-33.58 -29.3 14.34 2.38
-33.81 -28.91 18.53 2.7
-34.19 -28.32 22.88 3.03
-30.01 -25.72 26.02 6.24
-24.93 -23.19 30.15 3.82
-21.38 -18.28 31.92 4.79
-16.84 -14.1 34.87 4.55
-13.87 -12.25 38.74 3.34
-10.39 -9.62 44.05 4.59
-6.47 -4.58 45.8 5.84
-3.49 -1.33 49.54 4.89
-1.84 -3.39 54.05 4.7
1.74 -2.82 57.6 8.99

-41.18 -28.98 -17.42 0.92
-37.66 -25.63 -14.87 1.81
-35.66 -23.1 -12.39 2.69
-33.44 -20.37 -9.64 3.4
-30.45 -19.72 -6.43 4.11
-26.92 -17.65 -3.42 2.16
-22.58 -15.57 0.7 0.21
-18.11 -12.14 4.57 0.2
-13.94 -6.86 8.02 0.19
-11.72 -4.18 10.05 1.2
-9.43 -0.87 11.79 2.2
-6.8 1.89 15.25 5.08
-4.5 4.22 17.82 5.37
-1.79 5.98 21.41 4.88
1.2 8.07 24.21 6.19
4.08 9.6 26.99 7.49

-2.53 -6.25 -81.89 9.34
0.38 -2.27 -80.85 3.83
1.07 -0.01 -74.78 3.77
2.7 2.71 -71.86 3.35
4.5 4.81 -68.23 2.92
8.28 7.48 -64.04 2.15
11.61 9.82 -59.98 3.97
15.02 12.14 -54.48 2.16
18.08 14.13 -51.5 2.58
21.19 16.37 -48.68 3.0
24.41 19.5 -45.87 2.96
27.03 22.06 -43.96 2.92
29.72 23.86 -41.57 2.88
35.35 26.94 -39.87 2.84
38.57 27.38 -37.06 7.38
41.41 29.5 -33.23 4.62
43.94 31.52 -29.07 1.85
49.04 35.53 -25.6 7.73

-66.98 2.89 -23.35 6.1
-64.04 7.38 -18.92 0.8
-60.11 12.63 -15.84 4.72
-56.68 15.57 -13.99 3.23
-52.43 18.19 -11.72 1.73
-50.18 20.09 -8.78 1.95
-48.45 21.95 -5.14 2.18
-44.35 25.85 -0.26 5.0
-43.64 28.87 2.73 5.11
-41.26 31.25 5.03 5.23
-39.11 33.84 7.38 4.5
-36.6 37.84 11.37 3.78
-32.39 40.02 12.76 8.46
-28.66 43.37 13.44 3.29
-24.63 46.0 15.3 1.78
-22.59 49.08 17.59 1.76
-20.71 52.07 20.04 1.75
-20.52 57.6 24.58 7.81

14.03 -71.57 -32.7 0.93
18.68 -75.04 -32.05 2.29
23.89 -75.72 -29.82 3.33
27.7 -72.9 -24.43 5.08
27.26 -67.65 -21.19 3.79
26.3 -62.91 -20.76 2.04
27.87 -56.76 -16.97 0.78
32.02 -52.88 -15.68 1.79
35.9 -48.73 -12.23 1.98
37.88 -47.95 -8.71 1.11
40.96 -43.35 -5.3 0.24
43.28 -46.42 -1.59 1.22
49.55 -45.54 1.02 4.16
52.12 -40.49 4.46 3.08
53.36 -34.03 4.66 0.4
58.37 -34.78 8.01 2.37
61.86 -33.47 10.45 4.35
64.53 -30.38 12.46 6.56
68.79 -29.49 14.55 8.12
72.56 -29.57 18.08 7.08
75.82 -27.43 20.83 6.56
79.62 -25.97 23.61 6.04
81.64 -23.1 29.14 8.0
81.52 -19.48 32.15 9.97

-10.22 -35.91 -40.63 3.16
-5.6 -31.6 -36.22 5.0
-2.88 -27.93 -35.2 3.94
-2.03 -22.9 -33.35 2.88
-0.33 -19.74 -29.89 2.65
0.77 -17.5 -26.68 2.41
3.59 -15.22 -23.92 2.01
5.7 -13.3 -19.92 1.6
9.71 -11.44 -16.66 1.25
12.31 -8.57 -13.07 3.68
15.2 -6.57 -10.54 2.11
17.64 -2.23 -8.48 0.53
18.76 1.52 -4.03 2.2
20.91 3.68 -1.21 3.03
25.31 4.28 3.53 3.86
28.22 6.0 6.57 5.08
29.84 4.06 11.03 6.3
31.81 0.83 14.2 8.11

-70.34 -21.91 1.7 0.38
-66.84 -20.72 7.87 3.72
-62.91 -18.15 9.22 3.91
-59.13 -16.1 9.75 4.1
-54.92 -13.41 10.15 1.15
-49.6 -9.65 11.94 4.67
-47.0 -6.31 15.26 3.9
-43.37 -3.01 19.63 1.72
-42.26 -0.95 26.27 6.39
-40.23 3.23 31.3 5.41
-36.45 6.87 33.36 4.26
-34.16 9.86 38.54 3.11
-30.36 12.0 40.9 8.99
-26.66 15.66 42.04 2.5
-24.11 18.99 41.42 1.32
-21.84 18.18 47.32 3.69
-20.61 18.32 52.94 7.23
-19.8 22.16 58.51 8.22
-17.75 26.48 62.26 9.21
-14.49 29.67 65.04 8.91
-9.18 30.7 66.13 8.61

-47.58 -61.3 23.24 5.78
-44.78 -58.52 25.64 3.97
-41.79 -52.74 26.06 2.17
-40.47 -49.32 31.13 4.86
-36.46 -47.21 33.06 2.84
-32.47 -43.77 32.68 0.82
-31.11 -44.58 38.26 3.7
-29.12 -42.82 41.78 4.37
-26.13 -40.15 43.42 3.93
-21.95 -38.07 43.14 3.49
-19.06 -33.61 45.02 1.06
-17.4 -32.83 50.59 6.57
-15.31 -28.74 51.81 2.13
-11.48 -24.0 55.38 2.71
-7.04 -21.19 59.01 5.97
-4.16 -18.13 60.22 3.48
-2.78 -15.43 64.73 4.68
-0.97 -12.58 68.97 5.88
2.31 -11.55 72.01 5.02
6.05 -10.19 74.51 4.15
9.22 -6.31 75.89 3.23
13.15 -2.29 74.51 2.32

31.78 -81.1 -42.11 9.61
35.43 -78.25 -39.49 6.55
34.15 -74.31 -36.54 5.78
34.55 -70.55 -33.66 4.63
35.18 -66.63 -30.98 3.48
33.8 -60.4 -27.87 4.55
31.8 -56.25 -22.49 1.82
30.19 -52.05 -20.14 1.27
32.48 -46.91 -18.66 0.17
35.8 -43.23 -15.56 0.19
39.76 -41.2 -11.07 3.62
44.9 -40.39 -10.13 4.64
48.88 -40.08 -8.5 5.66
52.3 -37.91 -6.23 6.2
57.56 -33.22 -3.62 4.58
57.47 -30.0 -0.67 3.98
57.67 -26.89 1.84 3.38
57.39 -23.52 5.33 2.58
58.4 -20.26 7.75 1.78
61.51 -15.99 11.55 1.36
66.12 -14.52 17.9 3.12
71.75 -12.56 16.92 5.91
75.19 -9.16 17.33 8.71

-45.72 -10.62 -24.85 9.32
-43.18 -8.2 -22.87 8.89
-39.79 -6.11 -21.45 8.45
-33.86 -1.82 -21.06 8.15
-29.05 1.14 -19.3 7.76
-24.49 2.23 -15.27 7.37
-17.36 2.78 -12.49 6.98
-14.15 4.87 -11.13 6.59
-12.85 6.2 -7.08 6.2

-56.41 -51.63 19.44 7.26
-54.22 -49.34 22.04 5.09
-49.65 -45.36 22.29 2.92
-46.36 -40.89 24.82 4.65
-42.66 -38.89 26.85 6.37
-38.78 -35.51 32.6 4.09
-35.81 -33.01 36.96 6.63
-34.32 -30.31 40.19 7.93
-30.79 -25.05 44.05 6.24
-26.41 -22.77 44.54 3.26
-23.19 -19.97 47.0 5.91
-20.98 -17.56 49.82 5.81
-19.01 -15.16 52.53 5.72
-16.19 -13.0 55.22 2.6
-13.17 -11.5 57.93 0.84
-12.32 -7.74 63.39 5.16
-9.85 -5.38 65.96 4.87
-7.39 -3.26 68.32 4.57
-2.66 -0.29 70.8 2.66
1.83 2.21 73.63 4.94
4.93 5.91 76.27 7.23

-33.3 8.28 -63.81 6.95
-30.91 12.35 -61.79 2.85
-29.37 13.06 -55.89 2.52
-27.26 14.95 -52.68 2.02
-24.56 17.61 -50.22 1.52
-20.98 21.49 -46.88 0.53
-19.18 24.83 -42.49 4.53
-16.1 26.96 -40.8 3.97
-13.42 29.53 -39.19 3.4
-7.69 32.8 -34.81 4.49
-3.53 36.74 -30.23 0.92
-0.27 40.78 -27.26 4.52
1.86 43.4 -23.9 1.04
5.68 48.01 -19.05 1.22
7.02 54.58 -19.93 3.42
7.85 59.01 -19.87 5.62
9.28 62.51 -17.87 5.65
10.24 66.36 -16.24 5.68
13.25 71.44 -15.01 2.93
17.59 69.9 -10.16 1.55
20.71 65.78 -5.36 0.87
23.52 62.41 -3.24 0.18

-1.66 -62.2 -21.38 2.91
1.44 -58.17 -17.04 4.22
2.53 -53.58 -13.55 3.6
6.91 -51.44 -9.53 2.99
8.53 -49.28 -6.11 4.71
10.31 -43.21 -2.39 5.17
10.76 -39.12 -0.58 5.4
10.82 -34.64 1.99 5.63
11.09 -31.27 4.21 4.19
12.37 -29.16 8.18 2.75
17.07 -25.26 12.81 3.08
21.53 -20.79 16.22 3.4
26.98 -17.97 17.79 3.63
30.83 -15.36 20.28 3.74
33.92 -12.08 20.31 3.8
36.86 -6.25 22.35 3.27
40.84 -2.59 23.01 2.68
45.33 0.21 25.09 2.69
47.2 3.61 26.14 2.7
50.05 8.36 26.18 2.7
53.0 9.49 30.09 6.34

-43.09 -55.61 8.13 9.72
-40.88 -53.23 11.3 7.97
-38.86 -48.83 13.71 6.23
-35.68 -43.78 12.6 5.64
-33.41 -40.53 13.83 5.06
-30.31 -37.91 15.33 6.25
-26.4 -36.43 16.46 4.19
-23.87 -34.58 20.36 2.13
-20.92 -31.29 22.75 2.14
-18.24 -29.24 25.12 1.75
-15.45 -26.19 28.95 1.36
-11.31 -21.05 31.05 3.23
-7.99 -17.3 32.23 0.31
-3.86 -13.54 36.45 4.89
0.96 -9.02 38.93 3.19
3.89 -5.42 42.78 0.87
8.34 -2.68 44.83 3.62
11.2 -2.09 47.94 3.09
14.13 2.33 51.12 2.57
15.14 5.95 55.0 2.7
16.35 9.52 58.75 2.83

-55.32 -16.67 -16.8 2.09
-52.43 -14.82 -13.28 3.86
-50.28 -10.66 -10.59 4.61
-46.55 -8.49 -8.26 4.84
-44.43 -4.68 -4.31 5.08
-43.02 -1.57 -2.2 4.42
-41.07 1.81 -0.84 3.76
-37.72 6.07 3.09 0.95
-32.14 10.46 5.52 4.84
-27.4 13.16 8.89 4.53
-24.19 15.11 11.82 4.23
-21.33 17.53 13.67 2.91
-17.78 21.57 15.6 1.59
-14.4 24.75 19.5 7.3
-12.35 27.47 22.19 5.62
-9.96 29.95 24.91 3.94
-6.93 32.97 28.4 5.16
-5.11 35.9 31.98 5.61
-2.6 39.01 35.3 6.07
0.31 40.74 38.02 6.0
3.08 43.73 39.32 5.92

-11.2 -63.98 -13.52 3.38
-6.95 -61.42 -10.28 3.07
-6.25 -54.73 -8.2 2.77
-4.25 -53.82 -4.68 2.29
-1.61 -53.01 -1.14 1.82
1.71 -51.78 1.2 3.13
4.84 -50.31 3.42 4.44
8.24 -48.0 6.04 3.65
8.69 -41.87 8.47 2.07
8.83 -37.67 9.2 0.49
12.91 -33.92 13.97 2.31
18.0 -31.77 16.9 2.41
21.17 -31.14 19.74 4.14
24.27 -29.59 22.36 5.01
28.25 -27.08 26.11 5.87
31.65 -24.85 28.0 7.12
35.06 -22.62 29.89 8.37
39.37 -21.75 32.14 8.35
43.27 -20.1 35.49 7.42
47.4 -17.39 38.02 6.48
51.63 -12.68 40.85 6.15
52.75 -7.51 43.34 7.96

-17.68 11.76 -53.41 7.39
-13.96 12.76 -51.54 2.77
-8.92 12.69 -48.92 1.99
-6.39 19.37 -49.18 1.22
-3.26 23.86 -45.05 4.77
0.49 24.82 -40.22 2.32
4.41 26.15 -35.51 3.41
7.24 28.83 -33.48 4.5
6.51 35.46 -30.57 3.19
8.39 37.83 -27.72 2.63
10.44 40.71 -25.29 2.07
13.32 44.24 -21.93 4.58
15.83 46.43 -19.52 5.02
17.8 49.72 -17.3 5.46
20.52 55.61 -17.47 6.35
23.46 59.17 -16.43 6.35
26.55 64.21 -16.5 6.36
29.5 67.24 -13.62 9.3

-57.48 -3.62 -26.16 3.91
-55.21 -1.06 -23.28 3.29
-51.71 1.94 -20.4 2.66
-47.87 4.94 -18.76 3.86
-43.51 7.51 -17.43 4.37
-39.89 10.37 -14.17 4.87
-38.03 14.41 -9.91 3.19
-33.27 18.52 -5.17 6.34
-29.64 20.1 -2.52 4.28
-25.91 21.66 -1.19 3.61
-23.83 24.09 1.72 3.91
-22.32 27.42 3.84 4.22
-19.43 32.13 6.87 6.16
-15.41 35.7 11.31 4.51
-9.33 38.25 14.84 2.86
-6.59 40.67 19.83 4.02
-5.08 44.06 22.94 5.17
-3.16 45.89 26.03 4.57
-0.71 48.03 29.21 3.97
2.46 50.93 32.07 3.56

-7.31 -47.65 -34.1 8.44
-4.44 -44.82 -31.37 8.11
-0.93 -40.13 -27.16 7.78
0.81 -35.81 -25.48 7.44
5.5 -30.61 -24.54 7.11
10.33 -25.07 -22.6 6.36
13.3 -22.72 -18.29 5.99
15.96 -19.51 -12.72 5.62
19.29 -17.04 -7.82 6.7
23.12 -15.07 -6.75 7.79
26.82 -12.98 -4.43 8.34
32.48 -9.35 -3.7 7.83
36.55 -5.18 -2.34 6.77
39.34 -1.31 -1.02 5.71

-9.97 -69.64 -5.5 6.11
-6.04 -66.13 -0.77 4.65
-1.91 -63.92 2.85 4.32
0.57 -61.15 6.27 4.0
2.94 -57.8 8.63 2.33
6.36 -53.54 10.98 0.67
9.73 -55.0 13.7 2.94
14.48 -56.93 15.43 5.22
17.04 -54.34 18.3 9.77
19.37 -51.56 22.04 5.47
17.27 -46.72 22.91 3.32
18.85 -43.7 25.14 4.35
20.43 -40.69 27.36 5.38
21.76 -41.67 31.01 3.98
23.09 -42.65 34.65 2.57
26.46 -40.42 38.92 9.87
28.43 -35.77 43.08 3.64
29.92 -31.26 43.36 2.98
33.73 -30.48 44.78 4.7
37.49 -29.28 46.39 6.42
40.79 -27.08 48.32 3.56
43.05 -23.4 50.22 4.35
47.25 -21.3 54.24 5.14
48.21 -16.18 56.81 8.14

-42.87 -6.46 -36.02 2.65
-38.4 -2.76 -33.41 2.49
-34.51 -0.71 -32.29 2.32
-31.62 3.32 -30.71 2.11
-29.58 8.15 -28.3 1.91
-27.68 10.45 -24.16 1.82
-25.85 14.12 -20.43 1.74
-22.86 15.56 -15.97 4.96
-19.87 17.04 -11.82 5.41
-16.58 19.08 -7.92 6.38
-14.51 21.0 -4.52 4.86
-12.85 23.59 -1.28 3.33
-9.25 27.85 3.04 4.09
-6.37 33.06 4.82 4.85
-3.77 36.18 5.7 4.23
-1.48 39.3 6.78 3.6
1.03 41.8 9.0 2.93
1.49 45.61 13.21 2.26
2.48 49.76 18.22 4.34
4.13 51.9 21.63 4.7
6.51 53.93 24.22 5.06

20.97 -63.84 -44.79 9.39
21.4 -65.02 -39.91 4.17
22.16 -62.13 -33.28 2.42
23.72 -58.29 -30.49 1.5
25.56 -55.55 -26.88 0.58
28.87 -53.13 -26.58 0.93
32.48 -50.48 -26.01 1.27
36.03 -45.23 -27.21 1.96
39.06 -43.05 -25.61 2.84
42.1 -40.87 -24.01 3.73
45.69 -36.24 -19.42 4.25
47.88 -33.59 -17.35 3.7
51.18 -31.65 -15.56 3.43
53.9 -29.2 -13.32 3.16
57.03 -26.64 -11.0 3.36
61.18 -22.53 -7.78 3.57
65.7 -18.74 -4.58 5.81
66.65 -15.42 -1.61 6.62
65.93 -13.82 2.28 4.53
65.04 -10.15 5.48 2.44
66.77 -5.22 8.66 1.72
67.54 -1.6 10.87 1.0

-68.52 -40.36 21.16 9.17
-65.43 -37.44 24.83 6.3
-58.07 -34.74 25.84 3.43
-57.06 -31.03 30.17 6.79
-53.84 -28.77 31.73 9.02
-50.44 -24.6 34.02 1.81
-48.78 -20.59 35.65 5.2
-46.89 -17.28 37.38 8.6
-43.85 -13.85 41.11 4.38
-40.64 -10.7 45.12 8.28
-37.65 -9.68 49.4 8.7
-34.73 -7.87 52.91 8.78
-31.45 -5.98 55.94 8.86
-26.07 -2.62 58.63 3.82
-21.24 1.64 55.74 0.94
-18.7 4.27 58.85 2.87
-15.23 7.31 62.18 4.01
-14.1 8.43 68.18 3.0
-11.67 11.55 71.13 8.47
-8.64 14.07 72.14 4.32
-5.15 17.35 72.06 0.17

-77.17 -9.81 -6.75 6.68
-77.84 -6.74 -3.33 5.95
-79.21 -2.19 3.03 5.21
-76.61 1.02 5.55 8.39
-72.6 3.81 8.26 7.59
-70.19 7.38 11.73 6.78
-65.61 12.4 13.98 9.86
-61.0 15.46 13.41 3.06
-53.31 14.92 13.35 2.94
-47.94 19.19 16.48 2.76
-45.26 20.96 19.28 2.68
-39.97 24.3 22.71 0.93
-36.7 27.02 25.76 2.28
-33.51 29.82 28.88 3.63
-29.11 33.84 32.57 0.24
-26.16 36.8 35.36 1.9
-23.73 39.59 37.91 0.64
-22.26 43.44 38.64 2.35
-22.75 51.16 39.37 3.21
-22.06 54.84 41.84 6.14

-71.48 22.13 -39.83 5.62
-69.36 25.92 -36.48 5.83
-64.4 29.85 -32.86 6.04
-59.46 31.74 -29.22 6.78
-56.92 33.66 -26.22 7.52
-54.11 35.84 -23.54 7.78
-51.58 38.9 -22.79 8.03
-49.01 41.44 -20.24 7.36
-46.58 43.45 -16.63 4.85
-43.98 46.62 -13.06 5.53
-41.38 50.13 -9.25 6.21
-37.35 54.03 -6.23 6.66
-32.88 57.14 -2.44 7.11
-29.67 57.83 1.07 4.75
-25.51 56.87 3.25 2.39
-25.43 63.25 1.91 5.62
-26.43 67.8 1.54 8.85
-24.88 74.1 1.84 3.63
-22.34 73.73 7.86 2.76
-22.75 74.19 12.06 1.89

7.6 -64.8 -26.54 6.55
9.89 -62.06 -23.31 6.25
12.08 -57.22 -19.95 6.11
16.96 -52.63 -18.65 5.67
21.77 -47.18 -15.58 5.37
24.58 -44.17 -14.35 5.08
27.98 -41.36 -11.37 4.79
31.49 -37.07 -7.72 4.2

-58.97 -10.44 -20.72 3.68
-56.38 -8.42 -17.23 2.65
-52.51 -4.44 -15.14 2.85
-48.91 -2.15 -13.27 3.05
-45.45 0.32 -11.63 3.25
-39.64 1.89 -10.27 3.46
-33.93 0.39 -7.8 4.07
-30.89 1.84 -5.07 3.68
-27.94 3.92 -1.92 3.28
-24.91 6.11 -0.4 3.75
-21.87 8.29 1.13 4.23
-16.06 12.07 2.43 3.99
-13.36 14.81 4.3 3.53
-10.13 19.13 6.04 2.82
-6.96 21.98 9.01 2.11
-3.09 25.12 11.4 0.45
2.1 28.51 16.05 4.37
4.31 30.73 19.29 6.63
6.03 35.49 23.41 7.86
7.96 38.28 25.96 7.28
11.98 41.71 29.5 6.71

-42.49 -41.04 -4.59 1.12
-38.67 -40.11 -0.91 2.06
-35.13 -36.01 2.63 3.0
-30.82 -30.78 3.02 3.57
-28.46 -27.04 7.16 2.81
-23.17 -25.77 11.47 4.16
-20.23 -23.73 14.8 4.6
-17.83 -21.46 17.13 5.52
-15.42 -19.18 19.46 6.44
-13.08 -15.99 22.2 4.58
-10.02 -10.13 24.78 1.36
-6.91 -5.92 30.03 5.33
-3.68 -2.41 32.35 3.06
-0.39 1.6 33.09 0.79
2.61 4.62 34.84 1.05
6.87 5.98 37.37 1.32
10.16 9.17 38.83 2.74
11.92 13.85 40.91 4.16
14.76 15.06 45.2 5.14
20.56 16.9 48.4 5.44

-19.18 -43.9 -22.44 8.41
-16.52 -41.16 -20.14 4.86
-14.6 -38.07 -17.4 1.3
-11.09 -36.04 -13.09 1.53
-8.71 -34.62 -10.2 2.01
-5.02 -34.55 -6.71 2.48
1.45 -34.89 -7.77 3.97
4.58 -28.91 -3.63 4.08
4.49 -24.21 -1.99 3.54
5.24 -17.83 2.53 2.03
8.18 -13.89 4.61 3.3
9.95 -10.17 9.88 4.66
12.93 -8.38 12.94 4.75
16.24 -2.86 14.79 2.49
21.45 0.01 18.35 1.11
22.26 3.75 22.68 2.95
25.35 5.99 24.38 4.78

24.75 -45.82 -36.41 9.64
24.42 -45.08 -32.48 0.74
24.86 -41.81 -26.15 0.86
28.04 -38.24 -23.17 1.12
30.96 -36.34 -20.2 1.37
33.89 -34.21 -15.36 1.63
35.38 -30.91 -12.67 2.36
38.69 -28.33 -10.08 3.1
42.64 -25.62 -7.62 3.83
46.4 -22.39 -5.3 9.12

-19.7 -63.65 -3.67 0.3
-16.27 -63.08 -0.31 1.08
-12.93 -61.48 3.4 1.86
-7.57 -58.69 6.81 2.93
-3.8 -53.79 9.56 3.81
-1.12 -51.0 13.76 3.61
2.25 -46.45 16.7 5.35
6.47 -41.24 20.03 5.77
8.01 -39.28 23.52 5.32
9.56 -36.11 26.06 4.87
12.87 -31.96 28.59 4.51
14.71 -28.1 31.23 4.15
16.9 -24.65 33.45 3.42
19.11 -21.44 34.74 2.97
22.0 -19.23 36.73 2.52
26.34 -16.61 41.65 4.02
29.27 -15.27 45.71 6.71
31.54 -14.15 49.81 9.39

-29.31 -34.63 -25.48 5.03
-26.53 -32.1 -23.32 3.22
-24.29 -28.97 -17.76 1.41
-21.02 -23.34 -14.69 0.22
-16.77 -20.32 -12.3 1.17
-13.21 -18.21 -11.93 2.11
-9.41 -15.83 -9.68 1.31
-4.72 -13.61 -7.03 0.79
-2.23 -13.06 -3.65 3.09
1.72 -8.24 0.23 4.1
2.81 -5.32 3.18 4.55
5.35 -2.13 5.67 4.28
9.14 0.31 8.05 4.01
12.93 4.88 11.61 3.52
18.29 7.78 14.81 3.02
20.69 10.9 16.35 3.29
22.92 13.88 18.02 3.57
25.36 13.96 21.8 1.23
30.61 13.67 26.49 3.33
33.93 14.52 29.83 4.18
36.65 17.43 32.45 5.03

-67.13 -13.72 -6.96 2.48
-65.63 -10.0 -3.74 3.6
-63.17 -7.19 -1.5 4.72
-57.34 -3.62 0.7 4.3
-51.79 0.87 4.09 2.11
-48.93 1.47 6.97 5.78
-46.19 5.02 9.87 4.78
-44.77 9.07 13.22 5.07
-43.62 11.61 17.23 5.37
-39.42 15.23 22.1 4.72
-35.14 17.28 24.73 4.05
-31.69 20.32 25.94 3.38
-28.11 24.13 28.14 3.02
-26.58 26.31 31.95 2.66
-23.81 29.72 34.11 2.33
-21.19 31.81 37.26 2.01
-20.53 35.78 40.33 1.17
-20.36 39.69 44.64 2.6
-18.49 41.81 47.51 3.32
-16.97 46.08 51.36 4.04
-12.66 48.65 51.39 7.66

0.82 -45.22 -44.6 4.92
3.47 -43.25 -42.22 3.47
4.12 -39.08 -39.32 2.74
5.41 -36.04 -36.75 2.02
4.09 -29.17 -35.15 0.74
7.71 -22.19 -36.27 1.57
10.15 -20.04 -33.86 0.91
12.6 -17.9 -31.52 0.25
17.68 -15.61 -26.1 1.63
21.01 -12.31 -21.02 4.91
25.21 -10.09 -19.73 3.69
27.25 -7.18 -17.06 2.13
29.66 -2.29 -14.6 2.32
32.4 0.76 -12.75 2.51
37.01 4.95 -10.46 2.89
39.51 7.56 -7.56 3.26
42.27 9.16 -3.5 1.03
45.69 11.86 -0.53 1.75
49.57 13.68 0.89 2.16
54.01 16.52 3.52 2.67

-8.46 3.51 -91.67 4.97
-5.02 6.03 -92.78 5.51
-0.84 8.11 -92.92 6.05
3.78 10.25 -91.41 6.59
7.62 11.79 -88.17 7.25
10.68 12.37 -84.6 7.92
12.29 12.48 -80.12 8.72
12.71 12.35 -75.12 6.09
12.32 14.36 -70.45 3.47
